Additional_Number_of_Scoring,Average_Score,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Tags
788,8.5,50,2635,2,1,"[' Leisure trip ', ' Family with young children ', ' Quadruple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
229,6.9,49,5742,14,1,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']"
532,8.6,37,4276,3,1,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
704,8.3,6,2443,3,5,"[' Leisure trip ', ' Couple ', ' Superior Room with 2 Single Beds ', ' Stayed 1 night ']"
879,8.8,5,2768,17,1,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
484,8.7,20,1705,12,4,"[' Group ', ' Hilton Deluxe Twin Room Plus ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
930,8.9,28,2836,6,3,"[' Leisure trip ', ' Couple ', ' Deluxe King or Twin Room ', ' Stayed 1 night ']"
221,7.5,7,3811,12,13,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 5 nights ']"
995,8.1,14,3826,19,1,"[' Leisure trip ', ' Couple ', ' Double Guest Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
459,8.4,0,2405,23,2,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
392,8.6,7,1641,8,8,"[' Leisure trip ', ' Family with young children ', ' Superior Double or Twin Room ', ' Stayed 2 nights ']"
125,8.3,0,687,36,1,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
35,7.9,31,414,8,14,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1258,9.4,47,4204,19,1,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
396,8.3,13,4293,10,3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
1831,8.1,5,7105,13,7,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']"
283,8.7,26,2678,25,1,"[' Leisure trip ', ' Solo traveler ', ' Superior King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
688,7.8,11,2147,8,1,"[' Leisure trip ', ' Family with young children ', ' Twin Room ', ' Stayed 1 night ']"
353,8.1,0,1411,47,3,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']"
807,8.5,24,3269,5,1,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
832,9.1,42,4672,49,21,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']"
47,8.7,10,331,6,12,"[' Leisure trip ', ' Family with young children ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
704,8.8,58,2617,7,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
989,8.4,7,4660,20,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
33,9.1,86,190,9,23,"[' Leisure trip ', ' Group ', ' Classic Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
342,7.6,25,2310,11,6,"[' Leisure trip ', ' Family with young children ', ' Standard Room with 1 Double Bed and 1 Sofa Bed ', ' Stayed 8 nights ', ' Submitted from a mobile device ']"
193,7.5,0,587,6,3,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
854,7.8,0,3867,5,11,"[' Leisure trip ', ' Couple ', ' Double or Twin Room Non Smoking ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
52,8.2,0,712,90,3,"[' Leisure trip ', ' Couple ', ' Classic Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
122,8.8,2,1793,4,1,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
540,8.9,0,2274,12,1,"[' Leisure trip ', ' Family with young children ', ' Superior Twin Double Room ', ' Stayed 1 night ']"
457,6.8,201,2751,3,3,"[' Leisure trip ', ' Group ', ' Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
421,9.2,18,1740,25,2,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
176,8.7,10,743,7,2,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
164,9.3,0,1120,54,7,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
144,8.2,0,525,75,2,"[' Leisure trip ', ' Couple ', ' Cosy Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
62,8.5,4,347,9,7,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
541,8,33,2367,25,6,"[' Leisure trip ', ' Group ', ' Twin Guest Room ', ' Stayed 1 night ']"
329,8.1,0,1813,12,2,"[' Leisure trip ', ' Couple ', ' Superior Queen Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
239,8.4,3,2349,2,26,"[' Business trip ', ' Group ', ' King Hilton Waterfront ', ' Stayed 1 night ']"
65,8.4,18,458,19,1,"[' Leisure trip ', ' Couple ', ' Deluxe King Room 2 Adults ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
234,6.9,24,1884,12,2,"[' Family with older children ', ' Deluxe Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
947,8.7,0,8177,62,2,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']"
221,9.2,212,1436,9,1,"[' Leisure trip ', ' Group ', ' Classic Double or Twin Room with Spa Access ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1058,7.7,6,4380,10,2,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
126,8.9,3,716,33,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Studio ', ' Stayed 1 night ']"
918,8.4,0,4117,35,7,"[' Solo traveler ', ' Small Queen Room ', ' Stayed 1 night ']"
233,8.5,4,2463,6,1,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 6 nights ']"
704,8.8,11,2617,32,17,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
101,8.1,9,1991,5,24,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 4 nights ']"
309,8.1,10,2270,36,9,"[' Leisure trip ', ' Couple ', ' Executive Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
879,8.8,0,2768,3,3,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
256,7.8,0,882,24,1,"[' Leisure trip ', ' Group ', ' Double Room with Private Bathroom ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
201,8.7,0,900,35,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']"
709,8.2,0,2995,14,3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
634,7.9,26,4065,34,1,"[' Business trip ', ' Solo traveler ', ' Club Single Room ', ' Stayed 1 night ']"
404,8.4,17,2085,14,1,"[' Leisure trip ', ' Couple ', ' Souterrain Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
184,7.9,0,1949,13,21,"[' Leisure trip ', ' Travelers with friends ', ' Comfort Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
207,8.3,11,1530,17,15,"[' Leisure trip ', ' Couple ', ' Superior Deluxe Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
237,8.5,42,947,5,4,"[' Leisure trip ', ' Couple ', ' Classic Queen Room ', ' Stayed 2 nights ']"
378,8.7,0,1543,2,5,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
623,9,4,2750,10,1,"[' Leisure trip ', ' Couple ', ' City King or Twin Room ', ' Stayed 1 night ']"
305,8.3,4,1719,0,9,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double Room ', ' Stayed 2 nights ']"
391,8.6,32,2685,32,3,"[' Leisure trip ', ' Solo traveler ', ' Executive Double Room ', ' Stayed 1 night ']"
1005,8.3,32,3469,38,2,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']"
1936,8.7,10,7491,7,2,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
256,8.4,0,2254,96,53,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']"
170,8.3,119,1207,8,12,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']"
32,8.9,59,127,45,5,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
602,8.5,2,2494,17,10,"[' Leisure trip ', ' Couple ', ' Small Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
409,8.3,11,1592,9,1,"[' Leisure trip ', ' Family with young children ', ' Small Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
641,8.7,15,2130,6,3,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1100,9.1,12,3611,4,15,"[' Leisure trip ', ' Group ', ' Standard ', ' Stayed 2 nights ']"
995,8.1,94,3826,34,3,"[' Leisure trip ', ' Couple ', ' Junior Suite with River View and Balcony ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
757,8.7,19,5236,33,1,"[' Leisure trip ', ' Couple ', ' Large Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
227,8.6,20,968,4,1,"[' Couple ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
204,9,2,812,17,4,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
514,8.9,0,7108,27,3,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']"
143,7.6,35,1313,0,1,"[' Business trip ', ' Solo traveler ', ' Superior Family Room 2 Adults 1 Child ', ' Stayed 3 nights ']"
428,8.6,9,2764,17,1,"[' Leisure trip ', ' Couple ', ' Deluxe King Room Balcony with Eiffel Tower View ', ' Stayed 2 nights ']"
989,8.4,4,4660,12,2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
111,8.3,0,615,8,1,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
617,8.8,0,2213,5,1,"[' Leisure trip ', ' Family with young children ', ' Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
329,9,40,1394,7,1,"[' Business trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
2623,8.7,7,12158,18,1,"[' Leisure trip ', ' Family with young children ', ' Studio King Family ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
325,8.5,57,2901,11,24,"[' Leisure trip ', ' Family with older children ', ' Superior Double or Twin Room ', ' Stayed 1 night ']"
354,8.3,23,1871,3,1,"[' Business trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
597,7.9,0,2308,6,6,"[' Business trip ', ' Group ', ' Special Offer Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1322,8.4,0,6117,8,7,"[' Leisure trip ', ' Family with older children ', ' Executive Studio City View ', ' Stayed 2 nights ']"
221,8.2,6,3046,0,2,"[' Leisure trip ', ' Couple ', ' Double or Twin Room with Terrace ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
804,9.1,6,3802,6,16,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']"
2623,8.7,16,12158,17,1,"[' Business trip ', ' Solo traveler ', ' Superior Double Room with Internal View ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
119,8.9,5,1152,8,2,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
152,8.4,0,802,13,2,"[' Leisure trip ', ' Solo traveler ', ' Wonderful Exchange King ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
396,7.9,0,3944,24,3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
396,7.9,0,3944,25,44,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 3 nights ']"
1274,7.7,15,6539,14,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
759,7.5,8,2746,15,1,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
418,8.6,3,1572,8,5,"[' Leisure trip ', ' Family with older children ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
950,8.6,10,3486,17,2,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
46,7.8,53,523,2,2,"[' With a pet ', ' Leisure trip ', ' Family with young children ', ' Double or Twin Room with Extra Bed ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
49,8.6,38,729,33,5,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ']"
264,7.4,6,1328,4,7,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
229,8.9,71,2369,15,19,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ']"
522,8.8,34,2058,3,1,"[' Leisure trip ', ' Couple ', ' Superior King Room Barlow Wing ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
398,8.7,7,3754,0,1,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']"
278,7.6,7,3383,7,2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
127,8.2,8,1259,5,12,"[' Business trip ', ' Solo traveler ', ' Classic Room ', ' Stayed 4 nights ']"
1243,8.1,7,6608,7,14,"[' Leisure trip ', ' Couple ', ' Compact Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
540,8.9,18,2274,5,2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']"
687,8.2,25,2898,64,3,"[' Leisure trip ', ' Family with older children ', ' Family Room ', ' Stayed 9 nights ']"
256,9.4,16,1008,30,1,"[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 4 nights ']"
1831,8.1,17,7105,2,13,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
237,8.5,0,947,13,11,"[' Leisure trip ', ' Couple ', ' Privilege Room with King bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
368,7.5,6,2092,14,18,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
81,9,0,720,18,3,"[' Leisure trip ', ' Family with young children ', ' Double Room with Courtyard View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
930,8.9,28,2836,5,6,"[' Leisure trip ', ' Couple ', ' Deluxe King or Twin Room ', ' Stayed 1 night ']"
439,8,16,3633,29,9,"[' Leisure trip ', ' Family with young children ', ' Triple Room 2 Adults 1 Child ', ' Stayed 4 nights ']"
628,8.1,122,2312,8,2,"[' Leisure trip ', ' Couple ', ' Standard Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
484,8.7,4,1705,0,5,"[' Leisure trip ', ' Couple ', ' Double Guest Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
248,9.2,7,945,8,2,"[' Leisure trip ', ' Family with young children ', ' Deluxe Studio Suite ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1005,8.3,16,3469,15,1,"[' Leisure trip ', ' Family with young children ', ' Double Room with Sofa Bed ', ' Stayed 1 night ']"
2682,7.1,26,9086,5,6,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
146,9.1,28,501,25,7,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 1 night ']"
1198,8.5,6,6596,2,3,"[' Business trip ', ' Group ', ' Club Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
418,8.6,0,1572,11,6,"[' Leisure trip ', ' Couple ', ' Double Room with View ', ' Stayed 1 night ']"
12,8.7,5,130,4,7,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ']"
434,8.6,0,4153,16,4,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Spa Access ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
1936,8.7,2,7491,27,7,"[' Business trip ', ' Solo traveler ', ' Queen Room ', ' Stayed 1 night ']"
282,8.6,12,2875,36,34,"[' Business trip ', ' Family with young children ', ' Basic Single Room ', ' Stayed 4 nights ']"
96,8.4,32,1119,11,119,"[' Leisure trip ', ' Family with older children ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']"
522,8.8,50,2058,4,8,"[' Leisure trip ', ' Solo traveler ', ' Superior King Room Barlow Wing ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
710,7.9,14,6511,31,4,"[' Leisure trip ', ' Solo traveler ', ' Double Room Non Smoking ', ' Stayed 2 nights ']"
309,8.1,11,2270,6,4,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
740,7.4,0,5575,15,1,"[' Leisure trip ', ' Solo traveler ', ' Standard Room with 1 Single Bed ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
221,7.5,71,3811,25,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ']"
215,8.5,5,1671,5,2,"[' Leisure trip ', ' Couple ', ' Comfort Double Room ', ' Stayed 7 nights ']"
740,7.4,8,5575,6,28,"[' Business trip ', ' Solo traveler ', ' Standard Room with 1 Single Bed ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
297,8.3,0,2027,69,1,"[' Leisure trip ', ' Family with young children ', ' Executive Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']"
123,7.5,9,1774,29,20,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ']"
107,9,4,917,14,8,"[' Leisure trip ', ' Couple ', ' Special Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']"
91,9,6,509,7,1,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ']"
222,9,18,1209,32,10,"[' Leisure trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 8 nights ']"
215,8.6,30,1082,14,1,"[' Business trip ', ' Solo traveler ', ' Superior Room with Queen Bed Sofa ', ' Stayed 1 night ']"
375,9.3,3,1276,3,8,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ']"
803,8.4,0,3911,69,14,"[' Leisure trip ', ' Couple ', ' Queen Room with Mobility Access ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
127,8.2,16,1259,7,1,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
484,8.7,0,1705,5,2,"[' Leisure trip ', ' Couple ', ' Double Guest Room ', ' Stayed 1 night ']"
390,7.6,55,4646,7,7,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room with Balcony ', ' Stayed 1 night ']"
617,8.8,2,2213,6,1,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
253,8.1,4,1161,7,3,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
472,8,2,1378,20,1,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
975,8.7,0,7656,27,2,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
